steps,acer,apcer,bpcer,eer,auc,time_per_image_ms,total_time_s
10,0.3215235853987722,0.3648000794687975,0.2737522559790323,0.3447028235819561,0.7380489648113462,48.697820493137684,25.06392020158364
25,0.29841878703828206,0.34991599421247854,0.2457347803621321,0.32439698987431415,0.7607777919354289,120.15847367414692,60.56362060348402
50,0.28233754671126027,0.3257035376855838,0.2318437539204125,0.295205586995855,0.7808784503013073,229.77034080946325,114.90756881822738
100,0.2665953522779803,0.3361127066933702,0.20922735258965597,0.2778583608891845,0.7896478664495118,454.79078266998016,225.18272203218203
200,0.26706366305797996,0.33215410501503945,0.21070823800435232,0.2769679249180769,0.7944877572709285,875.5148454371878,445.30798971128775
