method,threshold,tp,tn,fp,fn,apcer,bpcer,acer,eer,eer_threshold,auc,accuracy,precision,recall,f1,tdr_at_fdr_0001,tdr_at_fdr_001,tdr_at_fdr_005,n_bonafide,n_attack
lpips_score,0.19225302727909777,28022,7469,5457,6486,0.1879564159035586,0.42217236577440814,0.3050643908389834,0.33770513219662834,0.2208477556705474,0.7481166186939123,0.7482185773917444,0.8370022999492219,0.8120435840964414,0.8243340638651507,0.07108496580503072,0.12347861365480468,0.20818360959777443,12926,34508
